Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
Berlusconi Is No Mobster; Italy's prime minister has overseen the toughest crackdown on the mob in decades.,"The 41-bis regime was introduced in 1992 as a temporary measure designed to help cope with a national emergency. [...] being in prison for the mafia bosses could be likened to staying in a hotel, from where they could continue to order killings and room-service. According to the Italian business association Confesercenti, the business of ""Mafia, Inc."" had revenue of [euro]135 billion in 2009, reinforcing its position as the ""first company of Italy.""",733848695,Newspapers,,,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2094833271 , 53616311 , 117310 , WSJO , WSJOWSJO09470857BDC4E85EAADBAC86E51A967CSB10001424052748703977004575393162538072730", News," Jul 29, 2010",, English, English, n/a," New York, N.Y.","Jul 29, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/733848695?accountid=14496,,,, n/a,," Organized crime , Criminal investigations , Prime ministers , Berlusconi, Silvio",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Berlusconi+Is+No+Mobster%3B+Italy%27s+prime+minister+has+overseen+the+toughest+crackdown+on+the+mob+in+decades.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Faithless Lawmakers; Why the National Popular Vote Interstate Compact should die.,"(New Jersey had a Democratic governor at the time it joined the compact; and Democrats in the Hawaii Legislature hold a veto-proof majority, which they had to use to override the objections of Gov. Linda Lingle, a Republican.) The National Popular Vote website reports that in three other states-- , and --the legislation was approved by lawmakers in both houses only to be vetoed by the governor. What is more, all of the nine states where the legislation has reached the governor's desk have voted Democratic in all of the past five presidential elections (the past six elections in the cases of Hawaii, Massachusetts, Rhode Island and Washington), and usually by double-digit margins.",733848747,Newspapers,,,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2094833171 , 53616311 , 117310 , WSJO , WSJOWSJO56AB26621DC5CD99ED1D26F37281B2A1SB10001424052748703578104575397100729241576", News," Jul 29, 2010",, English, English, n/a," New York, N.Y.","Jul 29, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/733848747?accountid=14496,,,, n/a,," Governors , Presidential elections , Bills",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Faithless+Lawmakers%3B+Why+the+National+Popular+Vote+Interstate+Compact+should+die.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
BOILING POINTS,"A federal judge on Wednesday blocked the most controversial elements of Arizona's new immigration law, thrilling the law's opponents, dismaying its advocates and setting the stage for more legal battles in the future.",734327340,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright 2010 by the Chicago Tribune)," 2095282521 , 53620091 , 7684 , CTRB , TRIB201007290084", Cover Story," Jul 29, 2010",1085-6706, English, English, 12," Chicago, Ill.","Jul 29, 2010",Chicago Tribune,2010,https://search.proquest.com/docview/734327340?accountid=14496,,,, 12,," Aliens , Federal court decisions , Litigation , United States--US , Brewer, Jan",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=BOILING+POINTS%3A+FEDERAL+JUDGE+BLOCKS+PART+OF+ARIZONA+IMMIGRATION+LAW&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=12&amp;au=Anonymous&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Poll: U.S. has complex opinions on immigrants,"According to the survey, 45 percent of whites say they have achieved the American dream, compared to 38 percent of Hispanics and only 23 percent of blacks.",734327356,Newspapers," CNN
CNN",," Opinion Research Corp
541611", (Copyright 2010 by the Chicago Tribune)," 2095282501 , 53620091 , 7684 , CTRB , TRIB201007290082", Cover Story," Jul 29, 2010",1085-6706, English, English, 13," Chicago, Ill.","Jul 29, 2010",Chicago Tribune,2010,https://search.proquest.com/docview/734327356?accountid=14496,,,, 13,," Polls & surveys , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Poll%3A+U.S.+has+complex+opinions+on+immigrants&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=13&amp;au=CNN&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. Immigration Fight Widens to Native-Born,"Mr. Pearce, like some other proponents of the change, argued that the amendment as written doesn't apply to illegal immigrants. Because illegal immigrants aren't ""subject to the jurisdiction"" of the U.S., as the amendment requires, they fall outside its protection, these people argue.",734369111,Newspapers,,,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2095711401 , 53616311 , 117310 , WSJO , WSJOWSJO53E79D54163017BCE59B1A3CA9DDA243SB10001424052748703578104575397561487059370", News," Jul 29, 2010",, English, English, n/a," New York, N.Y.","Jul 29, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/734369111?accountid=14496,,,, n/a,," Aliens , Immigration policy , Citizenship , Children & youth , United States--US , Graham, Lindsey",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+Immigration+Fight+Widens+to+Native-Born&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Goodbye 'Sanctuary' Cities; Judge Bolton's ruling on Arizona's immigration law empowers states to move against scofflaw municipalities.,[...] there is an amendment that would make transporting or harboring an illegal alien an additional offense for a person who has committed another crime (A.R.S. S 13-2929).,734586416,Newspapers,,,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2097754551 , 53616311 , 117310 , WSJO , WSJOWSJOFC0A294CCD0502206A5F9715BE9341B1SB10001424052748703940904575395691425206132", News," Jul 29, 2010",, English, English, n/a," New York, N.Y.","Jul 29, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/734586416?accountid=14496,,,, n/a,," Aliens , Immigration policy , State laws , Enforcement , Bolton, Susan",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Goodbye+%27Sanctuary%27+Cities%3B+Judge+Bolton%27s+ruling+on+Arizona%27s+immigration+law+empowers+states+to+move+against+scofflaw+municipalities.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
The ruling,,734606159,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," Copyright The Washington Post Company Jul 29, 2010"," 2097951231 , 53619821 , 7653 , TWP , WPXX20100729137559F8", News," Jul 29, 2010",0190-8286, English, English, A.1," Washington, D.C.","Jul 29, 2010",The Washington Post,2010,https://search.proquest.com/docview/734606159?accountid=14496,,,, A.1,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=The+ruling&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Anonymous&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"IMMIGRATION DEBATE; Immigration politics unlikely to change; A comprehensive overhaul lacks any Republican support in the Senate, and therefore cannot pass.","""Instead of wasting taxpayer resources filing a lawsuit against Arizona and complaining that the law would be burdensome, the Obama administration should have focused its efforts on working with Congress to provide the necessary resources to support the state in its efforts to act where the federal government has failed to take responsibility,"" said Sen. John McCain of Arizona, who once supported an immigration policy overhaul but now, facing a tough challenge in the Republican primary, backs the law in his home state.",734315457,Newspapers," Dilanian, Ken
Dilanian
Ken
Ken Dilanian , Mascaro, Lisa
Mascaro
Lisa
Lisa Mascaro",,, (Copyright (c) 2010 Los Angeles Times)," 2095167331 , 53636311 , 7683 , ANGE , LATM100028572", News," Jul 30, 2010",0458-3035, English, English, A.17," Los Angeles, Calif.","Jul 30, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/734315457?accountid=14496,,,, A.17,," Aliens , Enforcement , Reforms , Immigration policy , Politics , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=IMMIGRATION+DEBATE%3B+Immigration+politics+unlikely+to+change%3B+A+comprehensive+overhaul+lacks+any+Republican+support+in+the+Senate%2C+and+therefore+cannot+pass.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-30&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Dilanian%2C+Ken%3BMascaro%2C+Lisa&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
IMMIGRATION DEBATE; High court leery of broad challenges in similar cases,"The Supreme Court, where the legal controversy over Arizona's immigration law is likely to be resolved, has taken a dim view in recent years of judges striking down state laws based on broad challenges to laws that have not taken effect.",734315470,Newspapers," Savage, David G
Savage
G
David
David G. Savage",," Supreme Court-US
922110", (Copyright (c) 2010 Los Angeles Times)," 2095167341 , 53636311 , 7683 , ANGE , LATM100028571", News," Jul 30, 2010",0458-3035, English, English, A.16," Los Angeles, Calif.","Jul 30, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/734315470?accountid=14496,,,, A.16,," Aliens , Federal court decisions , State laws , Immigration policy , United States--US , Arizona",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=IMMIGRATION+DEBATE%3B+High+court+leery+of+broad+challenges+in+similar+cases&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-30&amp;volume=&amp;issue=&amp;spage=A.16&amp;au=Savage%2C+David+G&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"A federal case?; Constitutionally, marriage is left to the states. But immigration is another matter.",[...] there are also our common practices and understandings about the difference between immigration and marriage.,734317150,Newspapers," Robson, Ruthann
Robson
Ruthann
Ruthann Robson",,, (Copyright (c) 2010 Los Angeles Times)," 2095167731 , 53636311 , 7683 , ANGE , LATM100028529", News," Jul 30, 2010",0458-3035, English, English, A.21," Los Angeles, Calif.","Jul 30, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/734317150?accountid=14496,,,, A.21,," Supreme Court decisions , Constitutional law , Immigration policy",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=A+federal+case%3F%3B+Constitutionally%2C+marriage+is+left+to+the+states.+But+immigration+is+another+matter.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-30&amp;volume=&amp;issue=&amp;spage=A.21&amp;au=Robson%2C+Ruthann&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Arizona sheriff calls immigration sweep; Joe Arpaio says nothing is changing even if key parts of state law are blocked.,"Arpaio predicted that the publicity would cut down on the total. Since beginning the sweeps in 2008, deputies have made nearly 1,000 arrests -- nearly 70% of them illegal immigrants -- according to the Sheriff's Department.",734317416,Newspapers," Gorman, Anna
Gorman
Anna
Anna Gorman",,, (Copyright (c) 2010 Los Angeles Times)," 2095166741 , 53636311 , 7683 , ANGE , LATM100028622", News," Jul 30, 2010",0458-3035, English, English, AA.2," Los Angeles, Calif.","Jul 30, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/734317416?accountid=14496,,,, AA.2,," Aliens , Arrests , Civil disobedience , State laws , Law enforcement , Immigration policy , Arizona , Arpaio, Joe",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Arizona+sheriff+calls+immigration+sweep%3B+Joe+Arpaio+says+nothing+is+changing+even+if+key+parts+of+state+law+are+blocked.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-30&amp;volume=&amp;issue=&amp;spage=AA.2&amp;au=Gorman%2C+Anna&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Criminals or hard workers?; Angry minority's view of migrants as evil-doers is ill-informed,"[...] a brilliant, English-speaking teenage girl he knows whose future education is in doubt because college financial aid is largely unavailable to her. Depending on your point of view, what Keshishian suffers at the airport is either racial profiling or a mere inconvenience suffered by a few in the name of keeping us all safe.",734317471,Newspapers," Tobar, Hector
Tobar
Hector
HECTOR TOBAR",,, (Copyright (c) 2010 Los Angeles Times)," 2095167141 , 53636311 , 7683 , ANGE , LATM100028585", Commentary," Jul 30, 2010",0458-3035, English, English, A.2," Los Angeles, Calif.","Jul 30, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/734317471?accountid=14496,,,, A.2,," Aliens , Workers , Public opinion , State laws , Stereotypes , Immigration policy , Arizona",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Criminals+or+hard+workers%3F%3B+Angry+minority%27s+view+of+migrants+as+evil-doers+is+ill-informed&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-30&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Tobar%2C+Hector&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
WORLD BRIEFING EUROPE; France: Plan on Gypsy Camps Opposed,"The crackdown on travelers is not in itself new. Since last year, a number of camps have been dismantled. According to advocacy groups, many legitimate travelers already suffered discrimination before this latest crackdown, for example regularly having to present themselves at police stations, facing steps to deny them their voting rights and having difficultly educating their children.",734317491,Newspapers," Saltmarsh, Matthew
Saltmarsh
Matthew
Matthew Saltmarsh", NYTIAO,," Copyright New York Times Company Jul 30, 2010"," 2095168561 , 53636321 , 7818 , NYTIAO , NYT , 337676-20100730", NEWSPAPER," Jul 30, 2010",0362-4331, English, English, A.7," New York, N.Y.","Jul 30, 2010",New York Times,2010,https://search.proquest.com/docview/734317491?accountid=14496,,,, A.7,," Riot control , Sarkozy, Nicolas",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=WORLD+BRIEFING+EUROPE%3B+France%3A+Plan+on+Gypsy+Camps+Opposed%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-07-30&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=Saltmarsh%2C+Matthew&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
