Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
New Attitude on Immigration Skips an Old Coal Town,"  [...]as Republicans in Congress advance plans to provide a path to citizenship for the 11 million illegal immigrants in the country, the city presents a test case of whether the party risks leaving behind a critical part of its core constituency: white working-class voters for whom illegal immigration stirs visceral reactions. Local officials and many non-Hispanic residents said last week that they did not accept the reasoning of Republican leaders in Washington, including some 2016 presidential hopefuls, that giving legal status to illegal immigrants was overdue and a political imperative if Republicans are to win more Hispanic voters.",1321770330,Newspapers," Trip Gabriel
Trip Gabriel", NYTIAO," Congress
921120"," Copyright New York Times Company Apr 1, 2013"," 2931934531 , 76744862 , 7818 , NYTIAO , NYT , 467952-20130401", News," Apr 1, 2013",0362-4331, English, English, A.8," New York, N.Y.","Apr 1, 2013",New York Times,2013,https://search.proquest.com/docview/1321770330?accountid=14496,,,, A.8,," Aliens , Immigration policy , Hispanics , Citizenship , State laws , Towns , Arizona , Hazleton Pennsylvania , Obama, Barack",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=New+Attitude+on+Immigration+Skips+an+Old+Coal+Town%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-04-01&amp;volume=&amp;issue=&amp;spage=A.8&amp;au=Trip+Gabriel&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"As Views Shift On Guns, Reid Corrals Senate","  Mr. Reid's evolution from a proponent of gun rights to the shepherd of legislation that would expand background checks, among other gun control measures, emerges from a complex web of political calculations that have come to define his leadership style over the last decade.",1321770421,Newspapers," Steinhauer, Jennifer
Jennifer
Jennifer Steinhauer
Steinhauer
Jennifer Steinhauer", NYTIAO," National Rifle Association--NRA
813410
813940 , Senate
921120"," Copyright New York Times Company Apr 1, 2013"," 2931934901 , 76744862 , 7818 , NYTIAO , NYT , 479497-20130401", News," Apr 1, 2013",0362-4331, English, English, A.1," New York, N.Y.","Apr 1, 2013",New York Times,2013,https://search.proquest.com/docview/1321770421?accountid=14496,,,, A.1,," Firearm laws & regulations , Federal legislation , Political leadership , United States--US , Obama, Barack , LaPierre, Wayne , Reid, Harry",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=As+Views+Shift+On+Guns%2C+Reid+Corrals+Senate%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-04-01&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Steinhauer%2C+Jennifer&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Immigrants, Anti-Immigrants and Americans","  Over the weekend, the congressional negotiations on immigration reform reportedly cleared a major hurdle with an agreement between business and labor to support a substantial increase in the number of visas available to temporary workers.",1321777139,Newspapers," Grover Joseph Rees
Grover Joseph Rees",," Republican Party
813940"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2932005301 , 76744782 , 7510 , WSJ , DWJNJ000000020130401e94100017", Commentary," Apr 1, 2013",0099-9660, English, English, A.13," New York, N.Y.","Apr 1, 2013",Wall Street Journal,2013,https://search.proquest.com/docview/1321777139?accountid=14496,,,, A.13,," Aliens , Passports & visas , Migrant workers , Conservatism , Immigration policy , United States--US , Reagan, Ronald Wilson",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Immigrants%2C+Anti-Immigrants+and+Americans&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2013-04-01&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Grover+Joseph+Rees&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Saudis Crack Down on Foreign Workers,"  Authorities in Saudi Arabia--the biggest labor market in the Persian Gulf, and home to an estimated two million to three million illegal foreign workers--have raided office buildings and set up document checkpoints on main roads recently for workers here illegally, according to workers, Saudis and media reports. In recent years, the government has attempted structural reforms in the labor market--despite complaints from business people accustomed to hiring inexpensive foreign workers--putting in place a quota system for Saudi nationals and now assessing fines of $640 per foreign worker to companies whose employment of Saudis falls below sector targets.",1322072021,Newspapers," Knickmeyer, Ellen
Ellen
Ellen Knickmeyer
Knickmeyer
Ellen Knickmeyer",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2932587581 , 76737512 , 117310 , WSJO , WSJOWSJO20130401000020130401e941007pu", News," Apr 1, 2013",, English, English, n/a," New York, N.Y.","Apr 1, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1322072021?accountid=14496,,,, n/a,," Foreign labor , Passports & visas , Government spending , Workers , Persian Gulf , Saudi Arabia",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Saudis+Crack+Down+on+Foreign+Workers&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-04-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Knickmeyer%2C+Ellen&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Wedding Day; A transcript of the weekend's program on FOX News Channel.,"  The Supreme Court wrapped up two days of oral arguments this week on a pair of gay marriage cases, setting the stage for another historic and contentious ruling this June. On Tuesday, the court considered a challenge to Proposition 8, California's voter-approved ban on same-sex marriage, and on Wednesday moved on to the federal Defense of Marriage Act, known as DOMA, which defines marriage as between one man and one woman and prevents gay spouses from receiving benefits like Social Security survivors payments and tax deductions.",1322436628,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2933249131 , 76737512 , 117310 , WSJO , WSJOWSJO20130401000020130402e941004jx", News," Apr 1, 2013",, English, English, n/a," New York, N.Y.","Apr 1, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1322436628?accountid=14496,,,, n/a,," Same sex marriage , Gays & lesbians , Supreme Court decisions , California , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Wedding+Day%3B+A+transcript+of+the+weekend%27s+program+on+FOX+News+Channel.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-04-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"A slur rooted in a porous border; Alaska lawmaker's apology puts new focus on a loaded term, whether said in English or Spanish.","  In 1983, Ernest Hollings, a South Carolina senator running for the Democratic presidential nomination, used the English term at a dinner during a campaign stop in Des Moines. In 1954, as the U.S. economy sputtered to find its footing after the Korean War, the government launched the now-infamous Operation Wetback, a deportation drive that sent Mexicans back to Mexico in droves and roused complaints of racial profiling and fractured families.",1322168713,Newspapers," Gerber, Marisa
Marisa
Marisa Gerber
Gerber
Marisa Gerber",,, (Copyright (c) 2013 Los Angeles Times)," 2932811181 , 76804762 , 7683 , ANGE , LATM130009799", News," Apr 2, 2013",0458-3035, English, English, A.1," Los Angeles, Calif.","Apr 2, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1322168713?accountid=14496,,,, A.1,," Aliens , Apologies , Hispanics , Racism , Alaska , United States--US , Young, Don",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=A+slur+rooted+in+a+porous+border%3B+Alaska+lawmaker%27s+apology+puts+new+focus+on+a+loaded+term%2C+whether+said+in+English+or+Spanish.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-04-02&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Gerber%2C+Marisa&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Those Courageous Racists; Left-wing bigots pat themselves on the back.,,1322508913,Newspapers," Taranto, James
James
James Taranto
Taranto
James Taranto",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2933464141 , 76786502 , 117310 , WSJO , WSJOWSJO20130402000020130402e9420089a", News," Apr 2, 2013",, English, English, n/a," New York, N.Y.","Apr 2, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1322508913?accountid=14496,,,, n/a,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Those+Courageous+Racists%3B+Left-wing+bigots+pat+themselves+on+the+back.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-04-02&amp;volume=&amp;issue=&amp;spage=&amp;au=Taranto%2C+James&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Centers See New Faces Seeking Test Prep,"  [...]whereas five years ago owners of cram schools were surprised to encounter non-Asian students in their waiting rooms, now they are muscling one another for their business, handing out book bags with the names of their schools scrawled across the front, attending summer camp fairs in synagogues and school cafeterias, hiring receptionists who speak English, and aggressively pitting themselves against the Japanese cram school behemoth, Kumon, which dominates the local market.",1322602827,Newspapers," Spencer, Kyle
Kyle
Kyle Spencer
Spencer
Kyle Spencer", NYTIAO,," Copyright New York Times Company Apr 3, 2013"," 2933799901 , 76841752 , 7818 , NYTIAO , NYT , 516937-20130403", Feature," Apr 3, 2013",0362-4331, English, English, A.19," New York, N.Y.","Apr 3, 2013",New York Times,2013,https://search.proquest.com/docview/1322602827?accountid=14496,,,, A.19,," Web sites , Students , Schools , Asian Americans , Tutoring , New York City New York",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Centers+See+New+Faces+Seeking+Test+Prep%3A+%5BMetropolitan+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-04-03&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Spencer%2C+Kyle&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Red States Prosper, but Partly With Blue-State Money","  Because we live in a federal republic rather than a single-currency union, these red states can mask their true deficits and not face the harsh austerity measures that would otherwise be imposed on them for their reckless tax and fiscal policies.",1323161015,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2935010151 , 76824792 , 117310 , WSJO , WSJOWSJO20130403000020130403e943008sp", News," Apr 3, 2013",, English, English, n/a," New York, N.Y.","Apr 3, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1323161015?accountid=14496,,,, n/a,," Presidents , Taxes , Success , Tax incentives , Politics , United States--US , North Carolina , Obama, Barack",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Red+States+Prosper%2C+but+Partly+With+Blue-State+Money&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-04-03&amp;volume=&amp;issue=&amp;spage=&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"When It Gets Too Noisy in Paradise, They Call the Frog Whisperer; Hawaii's Mr. Minami Knows How to Speak to the Coqui, a Tiny Invading Amphibian",,1323140866,Newspapers," Julia Flynn Siler
Julia Flynn Siler",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2935295941 , 76871532 , 117310 , WSJO , WSJOWSJO20130404000020130404e944001e1", News," Apr 4, 2013",, English, English, n/a," New York, N.Y.","Apr 4, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1323140866?accountid=14496,,,, n/a,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=When+It+Gets+Too+Noisy+in+Paradise%2C+They+Call+the+Frog+Whisperer%3B+Hawaii%27s+Mr.+Minami+Knows+How+to+Speak+to+the+Coqui%2C+a+Tiny+Invading+Amphibian&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-04-04&amp;volume=&amp;issue=&amp;spage=&amp;au=Julia+Flynn+Siler&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Red States Prosper, but Partly With Blue-State Money","  Because we live in a federal republic rather than a single-currency union, these red states can mask their true deficits and not face the harsh austerity measures that would otherwise be imposed on them for their reckless tax and fiscal policies.",1323193831,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2935426411 , 76890892 , 7510 , WSJ , DWJNJ000000020130404e94400001", News," Apr 4, 2013",0099-9660, English, English, A.14," New York, N.Y.","Apr 4, 2013",Wall Street Journal,2013,https://search.proquest.com/docview/1323193831?accountid=14496,,,, A.14,," Presidents , Taxes , Success , Politics , Prosperity , United States--US , North Carolina , Obama, Barack",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Red+States+Prosper%2C+but+Partly+With+Blue-State+Money&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2013-04-04&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Deep in the Red of Texas, Republicans Fight the Blues",,1323706200,Newspapers," King, Neil, Jr
Neil
Neil King Jr
Jr
King
Neil King Jr.",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2936324461 , 76906622 , 117310 , WSJO , WSJOWSJO20130405000020130405e945001rx", News," Apr 5, 2013",, English, English, n/a," New York, N.Y.","Apr 5, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1323706200?accountid=14496,,,, n/a,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Deep+in+the+Red+of+Texas%2C+Republicans+Fight+the+Blues&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-04-05&amp;volume=&amp;issue=&amp;spage=&amp;au=King%2C+Neil%2C+Jr&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
U.K. Migrant Concerns Likely Overblown: Report,  UKIP won more votes in a recent by-election than Mr. Cameron's Conservative Party after it criticized the government's immigration policies and warned that Bulgarian and Romanian migrants would put a strain on the welfare system and labor market.,1323706975,Newspapers," Winning, Nicholas
Nicholas
Nicholas Winning
Winning
Nicholas Winning",," European Union
926110
928120"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2936324621 , 76906622 , 117310 , WSJO , WSJOWSJO20130405000020130405e945002s2", News," Apr 5, 2013",, English, English, n/a," New York, N.Y.","Apr 5, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1323706975?accountid=14496,,,, n/a,," Immigration policy , Political parties , Migration , Aliens , Romania , Bulgaria , United Kingdom--UK",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.K.+Migrant+Concerns+Likely+Overblown%3A+Report&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-04-05&amp;volume=&amp;issue=&amp;spage=&amp;au=Winning%2C+Nicholas&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
