subjects_year,Freq,year,prop
Emigration,1,2010,2.0100502512562814e-4
Eminent domain,1,2010,2.0100502512562814e-4
Emissions,1,2010,2.0100502512562814e-4
Emissions trading,1,2010,2.0100502512562814e-4
Empathy,1,2010,2.0100502512562814e-4
Employment discrimination,1,2010,2.0100502512562814e-4
Endangered & extinct species,1,2010,2.0100502512562814e-4
Energy industry,1,2010,2.0100502512562814e-4
Energy policy,1,2010,2.0100502512562814e-4
Engineering research,1,2010,2.0100502512562814e-4
English language,1,2010,2.0100502512562814e-4
Enterprise zones,1,2010,2.0100502512562814e-4
Entertainment industry,1,2010,2.0100502512562814e-4
Environmental health,1,2010,2.0100502512562814e-4
Environmental policy,1,2010,2.0100502512562814e-4
Equity stake,1,2010,2.0100502512562814e-4
Erfurt Germany,1,2010,2.0100502512562814e-4
Espionage,1,2010,2.0100502512562814e-4
Estonia,1,2010,2.0100502512562814e-4
EU directives,1,2010,2.0100502512562814e-4
Europe,1,2010,2.0100502512562814e-4
Eurozone,1,2010,2.0100502512562814e-4
Expansion,1,2010,2.0100502512562814e-4
Exterior lighting,1,2010,2.0100502512562814e-4
Factory farming,1,2010,2.0100502512562814e-4
Faith,1,2010,2.0100502512562814e-4
Family income,1,2010,2.0100502512562814e-4
Fashion,1,2010,2.0100502512562814e-4
Fashion designers,1,2010,2.0100502512562814e-4
Fathers,1,2010,2.0100502512562814e-4
Federal aid,1,2010,2.0100502512562814e-4
Federal municipal relations,1,2010,2.0100502512562814e-4
"Feinstein, Dianne",1,2010,2.0100502512562814e-4
Female employees,1,2010,2.0100502512562814e-4
Fences,1,2010,2.0100502512562814e-4
Ferndale Washington,1,2010,2.0100502512562814e-4
Ferries,1,2010,2.0100502512562814e-4
Fiji,1,2010,2.0100502512562814e-4
Filipino Americans,1,2010,2.0100502512562814e-4
Financial performance,1,2010,2.0100502512562814e-4
Fines & penalties,1,2010,2.0100502512562814e-4
Firearm laws & regulations,1,2010,2.0100502512562814e-4
Firings,1,2010,2.0100502512562814e-4
First generation students,1,2010,2.0100502512562814e-4
Fishing,1,2010,2.0100502512562814e-4
Flags,1,2010,2.0100502512562814e-4
Flea markets,1,2010,2.0100502512562814e-4
Floods,1,2010,2.0100502512562814e-4
Florida,1,2010,2.0100502512562814e-4
Flushing Meadows Corona Park,1,2010,2.0100502512562814e-4
Folk music,1,2010,2.0100502512562814e-4
Food,1,2010,2.0100502512562814e-4
Food contamination & poisoning,1,2010,2.0100502512562814e-4
Food programs,1,2010,2.0100502512562814e-4
Food safety,1,2010,2.0100502512562814e-4
Ford Probe,1,2010,2.0100502512562814e-4
Foreign language instruction,1,2010,2.0100502512562814e-4
Foreign language learning,1,2010,2.0100502512562814e-4
Foster care,1,2010,2.0100502512562814e-4
Foundations,1,2010,2.0100502512562814e-4
Freedom of religion,1,2010,2.0100502512562814e-4
Fuel cells,1,2010,2.0100502512562814e-4
Fund raising,1,2010,2.0100502512562814e-4
"Gallo, Leonard",1,2010,2.0100502512562814e-4
Gaming machines,1,2010,2.0100502512562814e-4
"Garcia, Will",1,2010,2.0100502512562814e-4
Gay rights movement,1,2010,2.0100502512562814e-4
"Geele, Muhudiin Mohamed",1,2010,2.0100502512562814e-4
Geography,1,2010,2.0100502512562814e-4
George Town Malaysia,1,2010,2.0100502512562814e-4
Georgia,1,2010,2.0100502512562814e-4
German language,1,2010,2.0100502512562814e-4
"Goddard, Terry",1,2010,2.0100502512562814e-4
"Gomez, Jose H",1,2010,2.0100502512562814e-4
Good samaritans,1,2010,2.0100502512562814e-4
Government contracts,1,2010,2.0100502512562814e-4
Government employees,1,2010,2.0100502512562814e-4
Governors Island,1,2010,2.0100502512562814e-4
Graphic novels,1,2010,2.0100502512562814e-4
Greenland,1,2010,2.0100502512562814e-4
Greenpoint-Brooklyn NY,1,2010,2.0100502512562814e-4
Greenwich Village-New York City NY,1,2010,2.0100502512562814e-4
"Griffin, Nick",1,2010,2.0100502512562814e-4
Growth industries,1,2010,2.0100502512562814e-4
Guatemala,1,2010,2.0100502512562814e-4
Gulf Coast states,1,2010,2.0100502512562814e-4
Gypsies,1,2010,2.0100502512562814e-4
Ha Giang Vietnam,1,2010,2.0100502512562814e-4
Halal food,1,2010,2.0100502512562814e-4
"Handel, Karen",1,2010,2.0100502512562814e-4
Hardware stores,1,2010,2.0100502512562814e-4
Hawaii,1,2010,2.0100502512562814e-4
"Hawthorne, Charles Webster",1,2010,2.0100502512562814e-4
Head Start project,1,2010,2.0100502512562814e-4
Health care delivery,1,2010,2.0100502512562814e-4
Health education,1,2010,2.0100502512562814e-4
Heart attacks,1,2010,2.0100502512562814e-4
Heatstroke,1,2010,2.0100502512562814e-4
"Heineman, Dave",1,2010,2.0100502512562814e-4
Hemodialysis,1,2010,2.0100502512562814e-4
"Hess, Robert V",1,2010,2.0100502512562814e-4
High technology,1,2010,2.0100502512562814e-4
Hindus,1,2010,2.0100502512562814e-4
Hiring,1,2010,2.0100502512562814e-4
"Holder, Eric H Jr",1,2010,2.0100502512562814e-4
Home health care,1,2010,2.0100502512562814e-4
Home loans,1,2010,2.0100502512562814e-4
Homosexuality,1,2010,2.0100502512562814e-4
Honey,1,2010,2.0100502512562814e-4
Hospital systems,1,2010,2.0100502512562814e-4
Households,1,2010,2.0100502512562814e-4
Houses,1,2010,2.0100502512562814e-4
Housing developments,1,2010,2.0100502512562814e-4
Housing discrimination,1,2010,2.0100502512562814e-4
Houston Texas,1,2010,2.0100502512562814e-4
Human immunodeficiency virus--HIV,1,2010,2.0100502512562814e-4
Human remains,1,2010,2.0100502512562814e-4
Humanitarian aid,1,2010,2.0100502512562814e-4
Hungary,1,2010,2.0100502512562814e-4
"Hunt, Darnell",1,2010,2.0100502512562814e-4
Hunting,1,2010,2.0100502512562814e-4
"Hutchison, Kay Bailey",1,2010,2.0100502512562814e-4
"Hyer-Spencer, Janele",1,2010,2.0100502512562814e-4
Iceland,1,2010,2.0100502512562814e-4
Identity,1,2010,2.0100502512562814e-4
Immigrant students,1,2010,2.0100502512562814e-4
Income inequality,1,2010,2.0100502512562814e-4
Income taxes,1,2010,2.0100502512562814e-4
Indonesia,1,2010,2.0100502512562814e-4
Industrial plants,1,2010,2.0100502512562814e-4
Inequality,1,2010,2.0100502512562814e-4
Initiatives,1,2010,2.0100502512562814e-4
Inner city,1,2010,2.0100502512562814e-4
Insurance coverage,1,2010,2.0100502512562814e-4
Insurance industry,1,2010,2.0100502512562814e-4
Insurance policies,1,2010,2.0100502512562814e-4
Insurance premiums,1,2010,2.0100502512562814e-4
Interest rates,1,2010,2.0100502512562814e-4
Intergenerational relationships,1,2010,2.0100502512562814e-4
International,1,2010,2.0100502512562814e-4
International finance,1,2010,2.0100502512562814e-4
International relations-US -- France,1,2010,2.0100502512562814e-4
International relations-US -- Iran,1,2010,2.0100502512562814e-4
International relations-US -- Pakistan,1,2010,2.0100502512562814e-4
International trade,1,2010,2.0100502512562814e-4
Internships,1,2010,2.0100502512562814e-4
Interpreters,1,2010,2.0100502512562814e-4
Interstate relations,1,2010,2.0100502512562814e-4
Invasion of privacy,1,2010,2.0100502512562814e-4
Investments,1,2010,2.0100502512562814e-4
Inwood-New York City NY,1,2010,2.0100502512562814e-4
Iowa,1,2010,2.0100502512562814e-4
Iran Iraq War,1,2010,2.0100502512562814e-4
Iraq War-2003,1,2010,2.0100502512562814e-4
Irvine California,1,2010,2.0100502512562814e-4
Jamaica-Queens NY,1,2010,2.0100502512562814e-4
"Jarrett, Valerie",1,2010,2.0100502512562814e-4
"Jealous, Benjamin",1,2010,2.0100502512562814e-4
Jewish culture,1,2010,2.0100502512562814e-4
Jewish holidays,1,2010,2.0100502512562814e-4
"Jindal, Bobby",1,2010,2.0100502512562814e-4
Job openings,1,2010,2.0100502512562814e-4
"Johnson, Eric",1,2010,2.0100502512562814e-4
"Jones, David R",1,2010,2.0100502512562814e-4
Judaism,1,2010,2.0100502512562814e-4
Jurisdiction,1,2010,2.0100502512562814e-4
Juvenile offenders,1,2010,2.0100502512562814e-4
"Kagan, Elena",1,2010,2.0100502512562814e-4
Kauai Hawaii,1,2010,2.0100502512562814e-4
"Kaufman, Daniel",1,2010,2.0100502512562814e-4
"Keeylocko, Ed",1,2010,2.0100502512562814e-4
"Keith, Damon Jerome",1,2010,2.0100502512562814e-4
"Kellar, Bob",1,2010,2.0100502512562814e-4
"Kessner, Thomas",1,2010,2.0100502512562814e-4
Kettleman City California,1,2010,2.0100502512562814e-4
"Khan, Daisy",1,2010,2.0100502512562814e-4
Kidnapping,1,2010,2.0100502512562814e-4
"Kirk, Mark",1,2010,2.0100502512562814e-4
"Konate, Souleimane",1,2010,2.0100502512562814e-4
Korea,1,2010,2.0100502512562814e-4
"Kramer, George",1,2010,2.0100502512562814e-4
Labor contracts,1,2010,2.0100502512562814e-4
Labor relations,1,2010,2.0100502512562814e-4
Labor supply,1,2010,2.0100502512562814e-4
Labor unions,1,2010,2.0100502512562814e-4
Land settlement,1,2010,2.0100502512562814e-4
Landlord tenant relations,1,2010,2.0100502512562814e-4
Language acquisition,1,2010,2.0100502512562814e-4
Laos,1,2010,2.0100502512562814e-4
Laredo Texas,1,2010,2.0100502512562814e-4
Latin American studies,1,2010,2.0100502512562814e-4
"Lazio, Rick",1,2010,2.0100502512562814e-4
Leasing companies,1,2010,2.0100502512562814e-4
Lebanon,1,2010,2.0100502512562814e-4
"LeClerc, Paul",1,2010,2.0100502512562814e-4
Legend Rock Petroglyph Site,1,2010,2.0100502512562814e-4
Legislation -- California,1,2010,2.0100502512562814e-4
Legislation -- France,1,2010,2.0100502512562814e-4
Legislation -- Israel,1,2010,2.0100502512562814e-4
Legislation -- Lebanon,1,2010,2.0100502512562814e-4
"Lieberman, Avigdor",1,2010,2.0100502512562814e-4
Life expectancy,1,2010,2.0100502512562814e-4
"Lincoln, Blanche Lambert",1,2010,2.0100502512562814e-4
"Lindbergh, Charles A (1902-74)",1,2010,2.0100502512562814e-4
Liquor laws & regulations,1,2010,2.0100502512562814e-4
Livestock,1,2010,2.0100502512562814e-4
Living conditions,1,2010,2.0100502512562814e-4
Local elections -- Compton California,1,2010,2.0100502512562814e-4
Local elections -- Orange County California,1,2010,2.0100502512562814e-4
Local products,1,2010,2.0100502512562814e-4
"Locker, Jake",1,2010,2.0100502512562814e-4
"Loeb, Marjorie",1,2010,2.0100502512562814e-4
Long Beach California,1,2010,2.0100502512562814e-4
Long Island New York,1,2010,2.0100502512562814e-4
Long term health care,1,2010,2.0100502512562814e-4
Lutheran churches,1,2010,2.0100502512562814e-4
Magnet schools,1,2010,2.0100502512562814e-4
"Mahony, Roger M",1,2010,2.0100502512562814e-4
"Makas, Doris Bryant",1,2010,2.0100502512562814e-4
Malta,1,2010,2.0100502512562814e-4
Manitoba Canada,1,2010,2.0100502512562814e-4
Manual workers,1,2010,2.0100502512562814e-4
Manufacturing,1,2010,2.0100502512562814e-4
"Maradona, Diego",1,2010,2.0100502512562814e-4
Maricopa County Arizona,1,2010,2.0100502512562814e-4
"Marino, Luis",1,2010,2.0100502512562814e-4
Marion Indiana,1,2010,2.0100502512562814e-4
Market economies,1,2010,2.0100502512562814e-4
Marketing,1,2010,2.0100502512562814e-4
Marriage,1,2010,2.0100502512562814e-4
"Marx, Anthony W",1,2010,2.0100502512562814e-4
Mass transit,1,2010,2.0100502512562814e-4
Maternity & paternity leaves,1,2010,2.0100502512562814e-4
Mauritius,1,2010,2.0100502512562814e-4
"McConnell, Mitch",1,2010,2.0100502512562814e-4
"McDowell, Gary",1,2010,2.0100502512562814e-4
Meat processing,1,2010,2.0100502512562814e-4
Medical personnel,1,2010,2.0100502512562814e-4
Medical residencies,1,2010,2.0100502512562814e-4
Medical schools,1,2010,2.0100502512562814e-4
Memory,1,2010,2.0100502512562814e-4
Men,1,2010,2.0100502512562814e-4
Mental health care,1,2010,2.0100502512562814e-4
Metropolitan areas,1,2010,2.0100502512562814e-4
Miami Florida,1,2010,2.0100502512562814e-4
Michigan,1,2010,2.0100502512562814e-4
Milan Italy,1,2010,2.0100502512562814e-4
Military draft,1,2010,2.0100502512562814e-4
Military occupations,1,2010,2.0100502512562814e-4
Military policy,1,2010,2.0100502512562814e-4
Military recruitment,1,2010,2.0100502512562814e-4
Military training,1,2010,2.0100502512562814e-4
Military tribunals,1,2010,2.0100502512562814e-4
Minority students,1,2010,2.0100502512562814e-4
Missing persons,1,2010,2.0100502512562814e-4
Mississippi,1,2010,2.0100502512562814e-4
Missouri,1,2010,2.0100502512562814e-4
Mobile homes,1,2010,2.0100502512562814e-4
"Mockus, Antanas",1,2010,2.0100502512562814e-4
Monasteries,1,2010,2.0100502512562814e-4
Monetary policy,1,2010,2.0100502512562814e-4
Monrovia Liberia,1,2010,2.0100502512562814e-4
Montenegro,1,2010,2.0100502512562814e-4
"Morales, Edgar",1,2010,2.0100502512562814e-4
"Mori, Barbara",1,2010,2.0100502512562814e-4
Mortgage rates,1,2010,2.0100502512562814e-4
Moscow Russia,1,2010,2.0100502512562814e-4
"Moses, Robert",1,2010,2.0100502512562814e-4
"Motion pictures -- American, The",1,2010,2.0100502512562814e-4
Motion pictures -- Kites,1,2010,2.0100502512562814e-4
Motion pictures -- Machete,1,2010,2.0100502512562814e-4
Motion pictures -- Mao's Last Dancer,1,2010,2.0100502512562814e-4
Motion pictures -- Tibet in Song,1,2010,2.0100502512562814e-4
"Moya, Francisco",1,2010,2.0100502512562814e-4
Multiple dwellings,1,2010,2.0100502512562814e-4
Mumbai India,1,2010,2.0100502512562814e-4
Municipal bonds,1,2010,2.0100502512562814e-4
Municipalities,1,2010,2.0100502512562814e-4
"Munk, Peter",1,2010,2.0100502512562814e-4
Murcia Spain,1,2010,2.0100502512562814e-4
Museums,1,2010,2.0100502512562814e-4
Myanmar (Burma),1,2010,2.0100502512562814e-4
"Nachman, Ron",1,2010,2.0100502512562814e-4
"Naseer, Abid",1,2010,2.0100502512562814e-4
National debt,1,2010,2.0100502512562814e-4
Natural & organic foods,1,2010,2.0100502512562814e-4
Natural resources,1,2010,2.0100502512562814e-4
Navesink River,1,2010,2.0100502512562814e-4
Neoconservatism,1,2010,2.0100502512562814e-4
Net losses,1,2010,2.0100502512562814e-4
New Orleans Louisiana,1,2010,2.0100502512562814e-4
New South Wales Australia,1,2010,2.0100502512562814e-4
New store openings,1,2010,2.0100502512562814e-4
New Testament,1,2010,2.0100502512562814e-4
New York Harbor,1,2010,2.0100502512562814e-4
New Zealand,1,2010,2.0100502512562814e-4
Newark New Jersey,1,2010,2.0100502512562814e-4
Newburgh New York,1,2010,2.0100502512562814e-4
Newport Rhode Island,1,2010,2.0100502512562814e-4
Newspapers,1,2010,2.0100502512562814e-4
Niche marketing,1,2010,2.0100502512562814e-4
Nonprofit organizations,1,2010,2.0100502512562814e-4
Numbers,1,2010,2.0100502512562814e-4
Nursing care,1,2010,2.0100502512562814e-4
Nursing homes,1,2010,2.0100502512562814e-4
Obstetrics,1,2010,2.0100502512562814e-4
Occupational safety,1,2010,2.0100502512562814e-4
Oklahoma,1,2010,2.0100502512562814e-4
Oklahoma City Oklahoma,1,2010,2.0100502512562814e-4
Older workers,1,2010,2.0100502512562814e-4
Olympic games,1,2010,2.0100502512562814e-4
Online instruction,1,2010,2.0100502512562814e-4
Oral history,1,2010,2.0100502512562814e-4
Organized crime,1,2010,2.0100502512562814e-4
Osteoporosis,1,2010,2.0100502512562814e-4
"Ouattara, Alassane",1,2010,2.0100502512562814e-4
Outdoors,1,2010,2.0100502512562814e-4
"Oxendine, John",1,2010,2.0100502512562814e-4
Painting,1,2010,2.0100502512562814e-4
"Paladino, Carl",1,2010,2.0100502512562814e-4
Palestinian territory,1,2010,2.0100502512562814e-4
Palisades Park New Jersey,1,2010,2.0100502512562814e-4
"Papandreou, George",1,2010,2.0100502512562814e-4
"Parker, Lizette B",1,2010,2.0100502512562814e-4
Parliaments,1,2010,2.0100502512562814e-4
Parole & probation,1,2010,2.0100502512562814e-4
Part time employment,1,2010,2.0100502512562814e-4
Patchogue New York,1,2010,2.0100502512562814e-4
"Paterson, David A",1,2010,2.0100502512562814e-4
Patriotism,1,2010,2.0100502512562814e-4
Pennsylvania,1,2010,2.0100502512562814e-4
Pension funds,1,2010,2.0100502512562814e-4
Pensions,1,2010,2.0100502512562814e-4
"Peralta, Jose R",1,2010,2.0100502512562814e-4
Permits,1,2010,2.0100502512562814e-4
Personal finance,1,2010,2.0100502512562814e-4
Personal information,1,2010,2.0100502512562814e-4
Personal profiles,1,2010,2.0100502512562814e-4
Perth Amboy New Jersey,1,2010,2.0100502512562814e-4
Pesticides,1,2010,2.0100502512562814e-4
Petroglyphs,1,2010,2.0100502512562814e-4
Pharmaceutical industry,1,2010,2.0100502512562814e-4
Phoenix Arizona,1,2010,2.0100502512562814e-4
Physical fitness,1,2010,2.0100502512562814e-4
Physical therapists,1,2010,2.0100502512562814e-4
Pilot projects,1,2010,2.0100502512562814e-4
Pizza,1,2010,2.0100502512562814e-4
Plano Texas,1,2010,2.0100502512562814e-4
"Poizner, Steve",1,2010,2.0100502512562814e-4
"Polakow-Suransky, Shael",1,2010,2.0100502512562814e-4
Police,1,2010,2.0100502512562814e-4
Police administration,1,2010,2.0100502512562814e-4
Police corruption,1,2010,2.0100502512562814e-4
Policy making,1,2010,2.0100502512562814e-4
Political action committees--PAC,1,2010,2.0100502512562814e-4
Political alliances,1,2010,2.0100502512562814e-4
Political dissent,1,2010,2.0100502512562814e-4
Political persecution,1,2010,2.0100502512562814e-4
Political prisoners,1,2010,2.0100502512562814e-4
Popes,1,2010,2.0100502512562814e-4
Porsche Cayenne,1,2010,2.0100502512562814e-4
Port Richmond-Staten Island NY,1,2010,2.0100502512562814e-4
Portland Oregon,1,2010,2.0100502512562814e-4
Prato Italy,1,2010,2.0100502512562814e-4
Primary care,1,2010,2.0100502512562814e-4
Prince William County Virginia,1,2010,2.0100502512562814e-4
Prisoner treatment,1,2010,2.0100502512562814e-4
Prisoners,1,2010,2.0100502512562814e-4
Private schools,1,2010,2.0100502512562814e-4
Professional baseball -- Arizona Diamondbacks,1,2010,2.0100502512562814e-4
Professional baseball -- New York Yankees,1,2010,2.0100502512562814e-4
Professional basketball,1,2010,2.0100502512562814e-4
Professional golf,1,2010,2.0100502512562814e-4
Professional recruitment,1,2010,2.0100502512562814e-4
Progressivism,1,2010,2.0100502512562814e-4
Propaganda,1,2010,2.0100502512562814e-4
Property taxes,1,2010,2.0100502512562814e-4
Protestantism,1,2010,2.0100502512562814e-4
Provincetown Massachusetts,1,2010,2.0100502512562814e-4
Public art,1,2010,2.0100502512562814e-4
Public finance -- Bell California,1,2010,2.0100502512562814e-4
Public private partnerships,1,2010,2.0100502512562814e-4
Public prosecutors,1,2010,2.0100502512562814e-4
Public relations,1,2010,2.0100502512562814e-4
Public safety,1,2010,2.0100502512562814e-4
Public sector,1,2010,2.0100502512562814e-4
Puerto Rico,1,2010,2.0100502512562814e-4
Quality of education,1,2010,2.0100502512562814e-4
Quality of life,1,2010,2.0100502512562814e-4
Race,1,2010,2.0100502512562814e-4
Racial harassment,1,2010,2.0100502512562814e-4
Racial violence,1,2010,2.0100502512562814e-4
Radical groups,1,2010,2.0100502512562814e-4
Radio programming,1,2010,2.0100502512562814e-4
"Ramon, Ana-Christina",1,2010,2.0100502512562814e-4
"Rangel, Charles B",1,2010,2.0100502512562814e-4
"Ratner, Brett",1,2010,2.0100502512562814e-4
"Rauf, Feisal Abdul",1,2010,2.0100502512562814e-4
Reader response,1,2010,2.0100502512562814e-4
"Reagan, Ronald Wilson",1,2010,2.0100502512562814e-4
Recall of government officials,1,2010,2.0100502512562814e-4
Receivership,1,2010,2.0100502512562814e-4
Recidivism,1,2010,2.0100502512562814e-4
